name,address,city,state,source_url
International Academy of Style,2295 Market st,Reno,NV,https://databayou.com/usofa/colleges.html
EDP School of Computer Programming,1601 Voorhies Ave 2nd Floor,Brooklyn,NY,https://databayou.com/usofa/colleges.html
New York Medical Career Training Center,36-09 Main St 5th Fl,Flushing,NY,https://databayou.com/usofa/colleges.html
Institute of Culinary Education,225 Liberty Street,New York,NY,https://databayou.com/usofa/colleges.html
New Life Business Institute,161-10 Jamaica Ave Ste 404,Jamaica,NY,https://databayou.com/usofa/colleges.html
The Salon Professional Academy-Tonawanda,2309 Eggert Rd,Tonawanda,NY,https://databayou.com/usofa/colleges.html
Onondaga School of Therapeutic Massage-Syracuse,719 E Genesee St,Syracuse,NY,https://databayou.com/usofa/colleges.html
Academy of Cosmetology and Esthetics NYC,187 New Dorp Ln,Staten Island,NY,https://databayou.com/usofa/colleges.html
Finger Lakes School of Massage,1251 Trumansburg Rd,Ithaca,NY,https://databayou.com/usofa/colleges.html
Four County Career Center,22-900 State Rte 34,Archbold,OH,https://databayou.com/usofa/colleges.html
Vanity School of Cosmetology,5236 Detroit Rd,Sheffield Village,OH,https://databayou.com/usofa/colleges.html
Summit Salon Academy-Perrysburg,116 W S Boundary St,Perrysburg,OH,https://databayou.com/usofa/colleges.html
Portland Actors Conservatory,1436 SW Montgomery St,Portland,OR,https://databayou.com/usofa/colleges.html
Somerset County Technology Center,281 Technology Dr,Somerset,PA,https://databayou.com/usofa/colleges.html
Metro Beauty Academy,4977 Medical Center Circle,Allentown,PA,https://databayou.com/usofa/colleges.html
Barone Beauty Academy,501 E Third St,Williamsport,PA,https://databayou.com/usofa/colleges.html
Academy for Careers and Technology,2697 E Hwy 76,Mullins,SC,https://databayou.com/usofa/colleges.html
Aiken School of Cosmetology,225 Richland Ave East,Aiken,SC,https://databayou.com/usofa/colleges.html
Love Beauty School Inc,1161 Murfreesboro Hwy,Manchester,TN,https://databayou.com/usofa/colleges.html
Professional Career Training Institute,227 W Airtex Blvd,Houston,TX,https://databayou.com/usofa/colleges.html
Cannon Institute of Higher Learning,8500 N Stemmons Frwy Ste 3030,Dallas,TX,https://databayou.com/usofa/colleges.html
Cardiotech Ultrasound School,12135 Bissonnet Ste E,Houston,TX,https://databayou.com/usofa/colleges.html
DuVall's School of Cosmetology,201 Harwood Rd Ste 218,Bedford,TX,https://databayou.com/usofa/colleges.html
Advanced Beauty College,3959 N. Beltline Rd.,Irving,TX,https://databayou.com/usofa/colleges.html
Texas Beauty College,3534 Denton Hwy,Haltom city,TX,https://databayou.com/usofa/colleges.html
Avenue Five Institute,8620 Burnet Rd Ste 300,Austin,TX,https://databayou.com/usofa/colleges.html
The Salon Professional Academy-Lewisville,2440 B Stemmons Fwy,Lewisville,TX,https://databayou.com/usofa/colleges.html
Renaissance Academie,1460 N. Moonriver Drive,Provo,UT,https://databayou.com/usofa/colleges.html
Bethel College,1705 Todds Ln,Hampton,VA,https://databayou.com/usofa/colleges.html
Institute of Advanced Medical Esthetics,3108 parham rd 604D annex,Richmond,VA,https://databayou.com/usofa/colleges.html
Gary Manuel Aveda Institute,1514 10th Ave,Seattle,WA,https://databayou.com/usofa/colleges.html
Northwest School of Wooden Boat Building,42 N Water St,Port Hadlock,WA,https://databayou.com/usofa/colleges.html
Pinchot University,220 Second Avenue South Suite 400,Seattle,WA,https://databayou.com/usofa/colleges.html
The Salon Professional Academy-Onalaska,566 Theater Rd,Onalaska,WI,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-North Tucson,"625 E Wetmore, Suite F-109",Tucson,AZ,https://databayou.com/usofa/colleges.html
Brightwood College-Chula Vista,"555 Broadway, Suite 144",Chula Vista,CA,https://databayou.com/usofa/colleges.html
InterCoast Colleges-Roseville,1200 Melody Ln Ste 120,Roseville,CA,https://databayou.com/usofa/colleges.html
West Coast University-Orange County,1477 S Manchester Ave,Anaheim,CA,https://databayou.com/usofa/colleges.html
West Coast University-Ontario,2855 E. Guasti Rd,Ontario,CA,https://databayou.com/usofa/colleges.html
Dade Medical College-Homestead,107 N Krome Ave,Homestead,FL,https://databayou.com/usofa/colleges.html
Virginia College-Augusta,2807 Wylds Rd Ste B,Augusta,GA,https://databayou.com/usofa/colleges.html
Midwest Technical Institute-East Peoria,280 High Point Ln,East Peoria,IL,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-Chicago,1225 S Halsted St,Chicago,IL,https://databayou.com/usofa/colleges.html
Brightwood College-Indianapolis,"4200 S East Street, Suite 7",Indianapolis,IN,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-Evansville,5201 East Virginia Street,Evansville,IN,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-Shreveport,"7460 Youree Dr, Suite R",Shreveport,LA,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-Springfield,"1415 East Battlefield, Unit 1415",Springfield,MO,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-Canton,"5535 Dressler Road, Unit 9",Canton,OH,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-Spartanburg,"225 W Black Stock Road, Suite OP3",Spartanburg,SC,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-Chattanooga,"2288 Gunbarrel Road, Suite 102",Chattanooga,TN,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-Mesquite,"19121 LBJ Freeway, Unit 75",Mesquite,TX,https://databayou.com/usofa/colleges.html
Dorsey Business Schools-Waterford Pontiac,440 N Telegraph Rd,Pontiac,MI,https://databayou.com/usofa/colleges.html
Regina's College of Beauty-High Point,801 English Rd,High Point,NC,https://databayou.com/usofa/colleges.html
Miller-Motte College-Fayetteville,3725 Ramsey St.,Fayetteville,NC,https://databayou.com/usofa/colleges.html
Drake College of Business-Newark,800 Broad St,Newark,NJ,https://databayou.com/usofa/colleges.html
European Massage Therapy School-Las Vegas,"9440 W. Sahara Ave., suite 250",Las Vegas,NV,https://databayou.com/usofa/colleges.html
Harrison College-Grove City,3880 Jackpot Rd,Grove City,OH,https://databayou.com/usofa/colleges.html
Miller-Motte Technical College-Columbus,1800 Box Rd,Columbus,GA,https://databayou.com/usofa/colleges.html
National University College-Ponce,State Road #506 Km. 1.00 Bo Coto Laurel,Ponce,PR,https://databayou.com/usofa/colleges.html
Fortis College-Grand Prairie,401 E Palace Pkwy Ste 100,Grand Prairie,TX,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-St George,568 West Telegraph Road Suite #4,Washington,UT,https://databayou.com/usofa/colleges.html
The Art Institute of Virginia Beach,"Two Columbus Center, 4500 Main St Ste 100",Virginia Beach,VA,https://databayou.com/usofa/colleges.html
Bryant & Stratton College-Bayshore,500 Silverspring Rd Ste K340,Glendale,WI,https://databayou.com/usofa/colleges.html
Daymar College-Online,4112 Fern Valley,Louisville,KY,https://databayou.com/usofa/colleges.html
Zaytuna College,1712 Euclid Avenue,Berkeley,CA,https://databayou.com/usofa/colleges.html
Virginia College-Columbia,7201 Two Notch Rd,Columbia,SC,https://databayou.com/usofa/colleges.html
Fortis College-Indianapolis,9001 N Wesleyan Rd Ste 101,Indianapolis,IN,https://databayou.com/usofa/colleges.html
Brightwood College-Arlington,"2241 South Watson Road, Suite 181",Arlington,TX,https://databayou.com/usofa/colleges.html
Brightwood College-Charlotte,6070 East Independence Blvd,Charlotte,NC,https://databayou.com/usofa/colleges.html
Kaplan College-Jacksonville,7450 Beach Blvd,Jacksonville,FL,https://databayou.com/usofa/colleges.html
Globe University-Madison East,4901 Eastpark Blvd,Madison,WI,https://databayou.com/usofa/colleges.html
Minnesota School of Business-Lakeville,17685 Juniper Path,Lakeville,MN,https://databayou.com/usofa/colleges.html
Globe UniversityPGreen Bay,2620 Development Drive,Green Bay,WI,https://databayou.com/usofa/colleges.html
Globe UniversityoMadison West,1345 Deming Way,Middleton,WI,https://databayou.com/usofa/colleges.html
Globe UniversitylWausau,1480 Country Road XX,Rothschild,WI,https://databayou.com/usofa/colleges.html
Dade Medical College-Hollywood,6837 Taft Street,Hollywood,FL,https://databayou.com/usofa/colleges.html
Empire Beauty School-E Memphis,568 Colonial Rd,Memphis,TN,https://databayou.com/usofa/colleges.html
Empire Beauty School-Nashville,7106 Moores Ln,Brentwood,TN,https://databayou.com/usofa/colleges.html
Empire Beauty School-Jackson,1433 Hollywood Dr,Jackson,TN,https://databayou.com/usofa/colleges.html
Empire Beauty School-Springfield,799 W Sproul Rd,Springfield,PA,https://databayou.com/usofa/colleges.html
Empire Beauty School-Paramus,332 Rt 4 E,Paramus,NJ,https://databayou.com/usofa/colleges.html
Empire Beauty School-Speedway,5750 A Crawfordsville Rd,Speedway,IN,https://databayou.com/usofa/colleges.html
Empire Beauty School-Morrow,1958 Mt Zion Rd Ste 205,Morrow,GA,https://databayou.com/usofa/colleges.html
Strayer University-Arkansas,10825 Financial Centre Pkwy Ste 400,Little Rock,AR,https://databayou.com/usofa/colleges.html
Strayer University-Georgia,"3355 Northeast Expwy, Ste 100",Atlanta,GA,https://databayou.com/usofa/colleges.html
Strayer University-Louisiana,"111 Veterans Memorial Blvd, Ste 420",Metairie,LA,https://databayou.com/usofa/colleges.html
Strayer University-Mississippi,460 Briarwood Dr,Jackson,MS,https://databayou.com/usofa/colleges.html
Strayer University-South Carolina,555 N Pleasantburg Dr Ste 300,Greenville,SC,https://databayou.com/usofa/colleges.html
Strayer University-Texas,8501 N. Mopac Expressway,Austin,TX,https://databayou.com/usofa/colleges.html
The Art Institute of San Antonio,10000 IH-10 W Ste 200,San Antonio,TX,https://databayou.com/usofa/colleges.html
Globe University-La Crosse,2651 Midwest Dr,Onalaska,WI,https://databayou.com/usofa/colleges.html
The Hair Design School-S Memphis,804 S Highland St,Memphis,TN,https://databayou.com/usofa/colleges.html
The Hair Design School-Charlotte,4901-B N Tryon St,Charlotte,NC,https://databayou.com/usofa/colleges.html
The Hair Design School-E Greensboro,2001 E Wendover Ave,Greensboro,NC,https://databayou.com/usofa/colleges.html
The Hair Design School-Winston-Salem,7740 N Point Blvd,Winston-Salem,NC,https://databayou.com/usofa/colleges.html
Empire Beauty School-West Palm,4258  Okeechobee Blvd,West Palm Beach,FL,https://databayou.com/usofa/colleges.html
Empire Beauty School-Pineville,8700 Pineville-Matthews Rd,Charlotte,NC,https://databayou.com/usofa/colleges.html
The Hair Design School-N Memphis,3250 Coleman Rd,Memphis,TN,https://databayou.com/usofa/colleges.html
Virginia Tech Carilion School of Medicine,2 Riverside Circle,Roanoke,VA,https://databayou.com/usofa/colleges.html
Broadview Entertainment Arts University,240 E Morris Ave,Salt Lake City,UT,https://databayou.com/usofa/colleges.html
Bryant & Stratton College-Hampton,"4410 East Claiborne Square, Suite 233",Hampton,VA,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-Phoenix,3423 W Bethany Home Road,Phoenix,AZ,https://databayou.com/usofa/colleges.html
All Beauty College,1385 East Gemini St,Fort Mohave,AZ,https://databayou.com/usofa/colleges.html
Northern California Institute of Cosmetology Inc,601 East 14th Street,San Leandro,CA,https://databayou.com/usofa/colleges.html
Golden State College of Court Reporting,"7901 Stoneridge Drive, Suite 105",Pleasanton,CA,https://databayou.com/usofa/colleges.html
Preferred College of Nursing-Los Angeles,3424  Wilshire Blvd Ste 1100,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Trinity School of Health and Allied Sciences,1149 W. 190th St.  Suite 2000,Torrance,CA,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-Modesto,3100 McHenry Ave,Modesto,CA,https://databayou.com/usofa/colleges.html
Cosmo Beauty Academy,3500 Fulton Avenue,Sacramento,CA,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-Fresno,5091 N Fresno Street Ste 104,Fresno,CA,https://databayou.com/usofa/colleges.html
Unitek College,4670 Auto Mall Pkwy,Fremont,CA,https://databayou.com/usofa/colleges.html
Gurnick Academy of Medical Arts,2121 S El Camino Real Bldg C 200,San Mateo,CA,https://databayou.com/usofa/colleges.html
Southern California University SOMA,3460 Wilshire Blvd. 5th Floor,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-East Bay,"100 Crescent Dr., Suite D",Pleasant Hill,CA,https://databayou.com/usofa/colleges.html
South UniversitynRichmond,2151 Old Brick Rd,Glen Allen,VA,https://databayou.com/usofa/colleges.html
South UniversitydVirginia Beach,"301 Bendix Rd, Ste 100",Virginia Beach,VA,https://databayou.com/usofa/colleges.html
Aveda Institute-Denver,700 16th Street,Denver,CO,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-Colorado Springs,118 West Colorado Avenue,Colorado Springs,CO,https://databayou.com/usofa/colleges.html
The Salon Professional Academy-Colorado Springs,4388 Austin Bluffs Pkwy,Colorado Springs,CO,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-Delaware,1420 Pulaski Hwy,Newark,DE,https://databayou.com/usofa/colleges.html
Future-Tech Institute,3446 SW 8th St Ste 218,Miami,FL,https://databayou.com/usofa/colleges.html
Marchman Technical Education Center,7825 Campus Dr.,New Port Richey,FL,https://databayou.com/usofa/colleges.html
Eureka Institute of Health and Beauty,11373 West Flagler St suite #209,Miami,FL,https://databayou.com/usofa/colleges.html
The Salon Professional Academy-Ft Myers,1388 Colonial Blvd,Fort Myers,FL,https://databayou.com/usofa/colleges.html
SOLEX College,"350 E Dundee Rd., Ste. 200",Wheeling,IL,https://databayou.com/usofa/colleges.html
Unity Cosmetology College,24 Vermillion Plaza,Pontiac,IL,https://databayou.com/usofa/colleges.html
Universal Spa Training Academy,340 Burlington Ave,Downers Grove,IL,https://databayou.com/usofa/colleges.html
The Salon Professional Academy-Evansville,5545 Vogel Rd,Evansville,IN,https://databayou.com/usofa/colleges.html
Tri County Regional Vocational Technical High School,147 Pond St,Franklin,MA,https://databayou.com/usofa/colleges.html
Compass College of Cinematic Arts,41 Sheldon Blvd SE,Grand Rapids,MI,https://databayou.com/usofa/colleges.html
Nova Academy of Cosmetology,1629 N Broadway Ste 7,Rochester,MN,https://databayou.com/usofa/colleges.html
Victory Trade School,1715 N Boonville Ave,Springfield,MO,https://databayou.com/usofa/colleges.html
Starting Points Inc,2737 Kennedy Blvd,Jersey City,NJ,https://databayou.com/usofa/colleges.html
The Lab-Paul Mitchell Partner School,25 Scotch Rd Suite A,Ewing,NJ,https://databayou.com/usofa/colleges.html
SAE Institute of Technology-New York,218 West 18th St Fl 4,New York,NY,https://databayou.com/usofa/colleges.html
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,638 Columbia St Extension,Latham,NY,https://databayou.com/usofa/colleges.html
The Artisan College of Cosmetology,1645 Tiffin Ave.,Findlay,OH,https://databayou.com/usofa/colleges.html
Sage School of Massage,369 NE Revere Ave Suite 101,Bend,OR,https://databayou.com/usofa/colleges.html
Peloton College,8150 North Central Expressway M2240,Dallas,TX,https://databayou.com/usofa/colleges.html
ABC Beauty Academy,1841 N Jupiter Rd Ste 120,Garland,TX,https://databayou.com/usofa/colleges.html
Salon & Spa Institute,2695 North Coria Street,Brownsville,TX,https://databayou.com/usofa/colleges.html
American Beauty Academy,61 S 100 W,Payson,UT,https://databayou.com/usofa/colleges.html
Summit Salon Academy,3702 S Fife Street Ste B102,Tacoma,WA,https://databayou.com/usofa/colleges.html
Academy of Cosmetology,1368 Jadwin Ave,Richland,WA,https://databayou.com/usofa/colleges.html
The Academy Waukesha,2000 Silvernail Rd,Waukesha,WI,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Merrillville,8488 Georgia St,Merrillville,IN,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Tallahassee,2639 N Monroe St Building A Ste 100,Tallahassee,FL,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Salem,2159 Apperson Dr,Salem,VA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Akron,3428 W Market St,Akron,OH,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Cedar Rapids,3735 Queen Ct SW,Cedar Rapids,IA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Corona,4160 Temescal Canyon Rd Ste 100,Corona,CA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Johnson City,"4721 Lake Park Dr, Suite 100",Johnson City,TN,https://databayou.com/usofa/colleges.html
ITT Technical Institute-DeSoto,921 W Belt Line Rd Ste 181,DeSoto,TX,https://databayou.com/usofa/colleges.html
ITT Technical Institute-North Charleston,2431 W Aviation Ave,North Charleston,SC,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Aurora,14001 E Iliff Ave Ste 118,Aurora,CO,https://databayou.com/usofa/colleges.html
ITT Technical Institute-West Covina,"650 West Cienega Avenue, Suite 100",San Dimas,CA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Culver City,"6101 W Centinela Ave, SUite 180",Culver City,CA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Dearborn,19855 W Outer Dr Ste L10W,Dearborn,MI,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Las Vegas,3825 W Cheyenne Ave Ste 600,North Las Vegas,NV,https://databayou.com/usofa/colleges.html
Touro University Worldwide,10601 Calle Lee  #179,Los Alamitos,CA,https://databayou.com/usofa/colleges.html
Touro University California,1310 Club Drive,Vallejo,CA,https://databayou.com/usofa/colleges.html
The Chicago School of Professional Psychology at Washington DC,901 15th St NW,Washington,DC,https://databayou.com/usofa/colleges.html
Touro University Nevada,874 American Pacific Drive,Henderson,NV,https://databayou.com/usofa/colleges.html
National College-Willoughby Hills,27557 Chardon Rd,Willoughby Hills,OH,https://databayou.com/usofa/colleges.html
Herzing University-Kenosha,4006 Washington Rd,Kenosha,WI,https://databayou.com/usofa/colleges.html
Herzing University-Brookfield,555 S Executive Dr,Brookfield,WI,https://databayou.com/usofa/colleges.html
Heald College-Modesto,5260 Pirrone Ct,Salida,CA,https://databayou.com/usofa/colleges.html
Texas A&M University-San Antonio,One University Way,San Antonio,TX,https://databayou.com/usofa/colleges.html
Fortis Institute-Houston,450 N Sam Houston Pkwy E Ste 200,Houston,TX,https://databayou.com/usofa/colleges.html
Southern Careers Institute-Brownsville,935 N. Expressway,Brownsville,TX,https://databayou.com/usofa/colleges.html
Southern Careers Institute-Harlingen,1122 Morgan Boulevard,Harlingen,TX,https://databayou.com/usofa/colleges.html
Strayer University-Global Region,1133 15th St NW,Washington,DC,https://databayou.com/usofa/colleges.html
Regina's College of Beauty-Charlotte,2615 # 3 Freedom Dr,Charlotte,NC,https://databayou.com/usofa/colleges.html
Kenneth Shuler School of Cosmetology-Florence,2443 West Lucas Street,Florence,SC,https://databayou.com/usofa/colleges.html
Fortis College-Columbia,246 Stoneridge Dr Ste 101,Columbia,SC,https://databayou.com/usofa/colleges.html
Brown Mackie College-Albuquerque,10500 Cooper Ave NE,Albuquerque,NM,https://databayou.com/usofa/colleges.html
Brown Mackie College-St Louis,2 Soccer Park Rd,Fenton,MO,https://databayou.com/usofa/colleges.html
Avant Gard The School,8131 Kingston St Ste 300 - 400,Avon,IN,https://databayou.com/usofa/colleges.html
The Beauty Institute-Schwarzkopf Professional-Bellingham,1411 Railroad Ave,Bellingham,WA,https://databayou.com/usofa/colleges.html
California University of Management and Sciences,721 N Euclid St,Anaheim,CA,https://databayou.com/usofa/colleges.html
Ross Medical Education Center-Davison,815 S State St,Davison,MI,https://databayou.com/usofa/colleges.html
Ross Medical Education Center-Granger,445 E University Dr,Granger,IN,https://databayou.com/usofa/colleges.html
Ross Medical Education Center-Niles,"5555 Youngstown-Warren Rd, Unit 909",Niles,OH,https://databayou.com/usofa/colleges.html
Ross Medical Education Center-Canton,44958 Ford Rd,Canton,MI,https://databayou.com/usofa/colleges.html
Pima Medical Institute-Houston,10201 Katy Freeway,Houston,TX,https://databayou.com/usofa/colleges.html
Illinois Media School-Chicago Campus,530 S. State St.,Chicago,IL,https://databayou.com/usofa/colleges.html
South Texas Vocational Technical Institute-San Antonio,734 SE Military,San Antonio,TX,https://databayou.com/usofa/colleges.html
Concorde Career College-Dallas,12606 Greenville Ave Ste 130,Dallas,TX,https://databayou.com/usofa/colleges.html
Concorde Career Institute-Orlando,3444 McCrory Place,Orlando,FL,https://databayou.com/usofa/colleges.html
Concorde Career College-San Antonio,4803 NW Loop 410,San Antonio,TX,https://databayou.com/usofa/colleges.html
Ecotech Institute,1400 South Abilene Street,Aurora,CO,https://databayou.com/usofa/colleges.html
Johnson & Wales University-Online,8 Abbott Park Pl,Providence,RI,https://databayou.com/usofa/colleges.html
Everest College-Fort Worth South,La Gran Plaza 4200 S FWY Suite 1940,Ft Worth,TX,https://databayou.com/usofa/colleges.html
Everest College-Santa Ana,500 West Santa Ana Blvd,Santa Ana,CA,https://databayou.com/usofa/colleges.html
Geisinger-Lewistown Hospital School of Nursing,400 Highland Avenue,Lewistown,PA,https://databayou.com/usofa/colleges.html
Moreno Valley College,16130 Lasselle St,Moreno Valley,CA,https://databayou.com/usofa/colleges.html
Hair Design Institute at Fifth Avenue-New York,"500 8th Ave., 8th Floor",New York,NY,https://databayou.com/usofa/colleges.html
Onondaga School of Therapeutic Massage-Rochester,302 N Goodman St Ste 200,Rochester,NY,https://databayou.com/usofa/colleges.html
Norco College,2001 Third St,Norco,CA,https://databayou.com/usofa/colleges.html
Daymar College-Louisville,M,Louisville,KY,https://databayou.com/usofa/colleges.html
Dorsey Business Schools-Saginaw,4390 Bay Rd,Saginaw,MI,https://databayou.com/usofa/colleges.html
Milan Institute of Cosmetology-La Quinta,78-900 Highway 111,La Quinta,CA,https://databayou.com/usofa/colleges.html
Milan Institute-Nampa,1021 W. Hemingway,Nampa,ID,https://databayou.com/usofa/colleges.html
Milan Institute of Cosmetology-El Paso,"1580 George Dieter Dr., Ste 207",El Paso,TX,https://databayou.com/usofa/colleges.html
Universal Technical Institute - Dallas Fort Worth,5151 Regent Blvd.,Irving,TX,https://databayou.com/usofa/colleges.html
Finger Lakes School of Massage,272 North Bedford Rd,Mt. Kisco,NY,https://databayou.com/usofa/colleges.html
Park Avenue School of Cosmetology,306 Main Ave S,Park Rapids,MN,https://databayou.com/usofa/colleges.html
Salter School of Nursing and Allied Health,670 N. Commercial St. Suite 403,Manchester,NH,https://databayou.com/usofa/colleges.html
Salter School-New Bedford,950 Kings Hwy,New Bedford,MA,https://databayou.com/usofa/colleges.html
Harris School of Business-Upper Darby Campus,20 South 69th St.,Upper Darby,PA,https://databayou.com/usofa/colleges.html
Stratford School of Aviation Maintenance Technicians,200 Great Meadows Rd,Stratford,CT,https://databayou.com/usofa/colleges.html
Brown Mackie College-San Antonio,4715 Fredericksburg Rd Ste 520,San Antonio,TX,https://databayou.com/usofa/colleges.html
Hollywood Institute of Beauty Careers,1440 79th St Causeway Ste 100,North Bay Village,FL,https://databayou.com/usofa/colleges.html
Cortiva Institute-New Jersey,1985 Highway 34 South,Wall,NJ,https://databayou.com/usofa/colleges.html
Cambridge Junior College-Woodland,501 Main Street,Woodland,CA,https://databayou.com/usofa/colleges.html
ICPR Junior College-Manati,Carretera #2 K.M. 49.9 Puerta del Norte Mall 4to. Piso Suite 17,Manatt,PR,https://databayou.com/usofa/colleges.html
Ridley-Lowell Business & Technical Institute-Danbury,44 Shelter Rock Rd,Danbury,CT,https://databayou.com/usofa/colleges.html
Artistic Nails and Beauty Academy-Lakeland,985 E Memorial Blvd,Lakeland,FL,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-Murfreesboro,"1720 Old Fort Pkwy, Suite L200",Murfreesboro,TN,https://databayou.com/usofa/colleges.html
Allied American University,22952 Alcalde Drive,Laguna Hills,CA,https://databayou.com/usofa/colleges.html
American Sentinel University,2260 South Xanadu Way,Aurora,CO,https://databayou.com/usofa/colleges.html
Tribeca Flashpoint College,28 North Clark Street,Chicago,IL,https://databayou.com/usofa/colleges.html
Hawaii Medical College,1221 Kapiolani Boulevard PH35,Honolulu,HI,https://databayou.com/usofa/colleges.html
Carolina College of Hair Design,85 Tunnel Road,Asheville,NC,https://databayou.com/usofa/colleges.html
Virginia College-Baton Rouge,9501 Cortana Place,Baton Rouge,LA,https://databayou.com/usofa/colleges.html
Remington College-Heathrow Campus,500 International Parkway,Heathrow,FL,https://databayou.com/usofa/colleges.html
College of Massage Therapy,98 Poplar Street,Blackfoot,ID,https://databayou.com/usofa/colleges.html
Miller-Motte College-Jacksonville,1291 Hargett Street,Jacksonville,NC,https://databayou.com/usofa/colleges.html
Miller-Motte Technical College-Augusta,621 NW Frontage Road,Augusta,GA,https://databayou.com/usofa/colleges.html
Miller-Motte Technical College-Conway,2541 Highway 501 East,Conway,SC,https://databayou.com/usofa/colleges.html
Virginia College-Macon,1901 Paul Walsh Drive,Macon,GA,https://databayou.com/usofa/colleges.html
Virginia College-Spartanburg,8150 Warren H. Abernathy Highway,Spartanburg,SC,https://databayou.com/usofa/colleges.html
Aveda Institute-Portland,325 Northwest 13th Avenue,Portland,OR,https://databayou.com/usofa/colleges.html
Chamberlain College of Nursing-Virginia,2450 Crystal Drive,Arlington,VA,https://databayou.com/usofa/colleges.html
Stevens-Henager College,1444 Entertainment Avenue,Boise,ID,https://databayou.com/usofa/colleges.html
Summit Salon Academy-Cincinnati,3330 Parkcrest Lane,Cincinnati,OH,https://databayou.com/usofa/colleges.html
Penrose Academy,13402 North Scottsdale Road; Suite B160,Scottsdale,AZ,https://databayou.com/usofa/colleges.html
Virginia College-Richmond,7200 Midlothian Turnpike,Richmond,VA,https://databayou.com/usofa/colleges.html
Skin Institute,25 Ronnies Plaza,Saint Louis,MO,https://databayou.com/usofa/colleges.html
Northwest Institute of Literary Arts,5611 Bayview Road,Langley,WA,https://databayou.com/usofa/colleges.html
Body Therapy Institute,300 Southwind Road,Siler City,NC,https://databayou.com/usofa/colleges.html
Beauty Academy of South Florida,9800 NW 77 Avenue,Hialeah Gardens,FL,https://databayou.com/usofa/colleges.html
Ogle School Hair Skin Nails-North Dallas,17174 Preston Road,Dallas,TX,https://databayou.com/usofa/colleges.html
The Salon Professional Academy-North Little Rock,4619 John F Kennedy Boulevard,North Little Rock,AR,https://databayou.com/usofa/colleges.html
The Salon Professional Academy-St Charles,3141 West Clay Street,St. Charles,MO,https://databayou.com/usofa/colleges.html
American College for Medical Careers,5959 Lake Ellenor Lake,Orlando,FL,https://databayou.com/usofa/colleges.html
Mildred Elley-New York Campus,25 Broadway 16th Floor,New York,NY,https://databayou.com/usofa/colleges.html
National Paralegal College,717 E Maryland Ave,Phoenix,AZ,https://databayou.com/usofa/colleges.html
Carolina College of Biblical Studies,817 South McPherson Church Road,Fayetteville,NC,https://databayou.com/usofa/colleges.html
Star Career Academy-Audubon,2501 Monroe Boulevard,Audubon,PA,https://databayou.com/usofa/colleges.html
Northeast Technology Center-System Office,483 Airport Road,Pryor,OK,https://databayou.com/usofa/colleges.html
Allstate Hairstyling & Barber College,2546 Lorain Avenue,Cleveland,OH,https://databayou.com/usofa/colleges.html
Oxford Graduate School,500 Oxford Drive,Dayton,TN,https://databayou.com/usofa/colleges.html
Jung Tao School of Classical Chinese Medicine,207 Dale Adams Road,Sugar Grove,NC,https://databayou.com/usofa/colleges.html
New York Film Academy,3300 West Riverside Drive,Burbank,CA,https://databayou.com/usofa/colleges.html
The Collective School Of Music,541 Avenue of the Americas,New York,NY,https://databayou.com/usofa/colleges.html
International College of Cosmetology,3701 International Boulevard,Oakland,CA,https://databayou.com/usofa/colleges.html
Bella Capelli Academy,151 Wyngate Drive,Monroeville,PA,https://databayou.com/usofa/colleges.html
Institute of Medical Careers,133 Jefferson Road Suite 101,Pittsburgh,PA,https://databayou.com/usofa/colleges.html
Toni & Guy Hairdressing Academy-Modesto,3600 Sisk Road Suite 5E,Modesto,CA,https://databayou.com/usofa/colleges.html
Georgia Christian University,6789 Peachtree Industrial Boulevard,Atlanta,GA,https://databayou.com/usofa/colleges.html
